@relation 'AT: car-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.552persons=4-0.474persons=2+0.454lug_boot=med-0.346lug_boot=big-0.252safety=low... numeric
@attribute 0.622persons=more-0.579persons=2+0.394lug_boot=small-0.321lug_boot=med+0.078safety=low... numeric
@attribute 0.537lug_boot=med-0.536persons=4+0.503persons=more-0.383lug_boot=small-0.153lug_boot=big... numeric
@attribute '0.816safety=high-0.408safety=low-0.408safety=med0    doors=5more0    doors=2...' numeric
@attribute '-0.505safety=low+0.505safety=med+0.452lug_boot=small-0.351lug_boot=big+0.28 persons=2...' numeric
@attribute -0.629lug_boot=big-0.418safety=med+0.418safety=low+0.385lug_boot=small+0.243lug_boot=med... numeric
@attribute -0.63maint=med+0.496maint=vhigh-0.448buying=low+0.307buying=med-0.14doors=3... numeric
@attribute -0.6buying=med+0.531buying=low+0.389maint=vhigh-0.378maint=med-0.146maint=low... numeric
@attribute '0.63 doors=3+0.543buying=vhigh-0.356doors=4-0.247buying=low-0.225doors=2...' numeric
@attribute 0.707doors=2-0.481doors=4-0.391doors=5more+0.207buying=high-0.171buying=vhigh... numeric
@attribute 0.718maint=high-0.395maint=low+0.349buying=vhigh-0.341maint=vhigh-0.164buying=low... numeric
@attribute -0.569maint=low-0.549buying=high+0.378buying=med+0.336maint=vhigh+0.239buying=low... numeric
@attribute '-0.544buying=high+0.4  buying=vhigh+0.396doors=2+0.391maint=low-0.336doors=3...' numeric
@attribute 0.408maint=high-0.373maint=med-0.348buying=vhigh+0.337buying=med-0.325maint=vhigh... numeric
@attribute -0.764doors=5more+0.592doors=4+0.244doors=3-0.072doors=2+0.012maint=low... numeric
@attribute class {unacc,acc,good,vgood}

@data
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,0.522448,-0.441108,0.847269,1.008428,0.060665,-1.425435,2.739969,-0.482033,-0.124126,acc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,0.522448,-0.441108,0.847269,1.008428,0.060665,-1.425435,2.739969,-0.482033,-0.124126,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,0.522448,-0.441108,0.847269,1.008428,0.060665,-1.425435,2.739969,-0.482033,-0.124126,acc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,0.522448,-0.441108,0.847269,1.008428,0.060665,-1.425435,2.739969,-0.482033,-0.124126,acc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
0.94083,0.745613,-1.948934,1.73155,0.384175,0.7807,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
1.598198,-0.604727,-0.049192,-0.865775,-1.860403,1.364468,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
2.66807,-0.937381,0.053055,-0.865775,0.282677,-0.406482,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
2.133134,-0.771054,0.001932,1.73155,-0.788863,0.478993,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
-0.098762,-0.077528,-1.511626,-0.865775,-2.389509,-0.484454,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
0.971109,-0.410182,-1.409378,-0.865775,-0.246429,-2.255404,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
0.436174,-0.243855,-1.460502,1.73155,-1.317969,-1.369929,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
-0.9291,2.32021,0.201658,-0.865775,-0.133163,1.392921,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
0.140771,1.987556,0.303905,-0.865775,2.009917,-0.37803,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-0.394164,2.153883,0.252781,1.73155,0.938377,0.507446,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
0.263204,0.803543,2.152524,-0.865775,-1.306201,1.091214,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
1.333075,0.470889,2.254771,-0.865775,0.836878,-0.679736,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,0.038807,-0.016382,2.821571,-0.242068,-0.478211,-1.397361,1.049444,0.569611,0.603596,acc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
0.94083,0.745613,-1.948934,1.73155,0.384175,0.7807,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
1.598198,-0.604727,-0.049192,-0.865775,-1.860403,1.364468,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
2.66807,-0.937381,0.053055,-0.865775,0.282677,-0.406482,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
2.133134,-0.771054,0.001932,1.73155,-0.788863,0.478993,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
-0.098762,-0.077528,-1.511626,-0.865775,-2.389509,-0.484454,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
0.971109,-0.410182,-1.409378,-0.865775,-0.246429,-2.255404,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
0.436174,-0.243855,-1.460502,1.73155,-1.317969,-1.369929,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
-0.9291,2.32021,0.201658,-0.865775,-0.133163,1.392921,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
0.140771,1.987556,0.303905,-0.865775,2.009917,-0.37803,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-0.394164,2.153883,0.252781,1.73155,0.938377,0.507446,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
0.263204,0.803543,2.152524,-0.865775,-1.306201,1.091214,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
1.333075,0.470889,2.254771,-0.865775,0.836878,-0.679736,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,0.522764,-0.423899,0.544288,-1.734488,0.085961,-1.531432,1.913427,-0.486725,1.408761,acc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
0.94083,0.745613,-1.948934,1.73155,0.384175,0.7807,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
1.598198,-0.604727,-0.049192,-0.865775,-1.860403,1.364468,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
2.66807,-0.937381,0.053055,-0.865775,0.282677,-0.406482,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
2.133134,-0.771054,0.001932,1.73155,-0.788863,0.478993,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
-0.098762,-0.077528,-1.511626,-0.865775,-2.389509,-0.484454,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
0.971109,-0.410182,-1.409378,-0.865775,-0.246429,-2.255404,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
0.436174,-0.243855,-1.460502,1.73155,-1.317969,-1.369929,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
-0.9291,2.32021,0.201658,-0.865775,-0.133163,1.392921,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
0.140771,1.987556,0.303905,-0.865775,2.009917,-0.37803,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-0.394164,2.153883,0.252781,1.73155,0.938377,0.507446,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
0.263204,0.803543,2.152524,-0.865775,-1.306201,1.091214,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
1.333075,0.470889,2.254771,-0.865775,0.836878,-0.679736,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,0.361551,-0.282324,1.253137,-1.525706,-0.093664,-1.529926,1.595449,-0.136177,-1.723673,acc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.94083,0.745613,-1.948934,1.73155,0.384175,0.7807,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
1.598198,-0.604727,-0.049192,-0.865775,-1.860403,1.364468,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
2.66807,-0.937381,0.053055,-0.865775,0.282677,-0.406482,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
2.133134,-0.771054,0.001932,1.73155,-0.788863,0.478993,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.098762,-0.077528,-1.511626,-0.865775,-2.389509,-0.484454,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.971109,-0.410182,-1.409378,-0.865775,-0.246429,-2.255404,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.436174,-0.243855,-1.460502,1.73155,-1.317969,-1.369929,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.9291,2.32021,0.201658,-0.865775,-0.133163,1.392921,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.140771,1.987556,0.303905,-0.865775,2.009917,-0.37803,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.394164,2.153883,0.252781,1.73155,0.938377,0.507446,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.263204,0.803543,2.152524,-0.865775,-1.306201,1.091214,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
1.333075,0.470889,2.254771,-0.865775,0.836878,-0.679736,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,1.315555,0.860751,-0.964443,2.158732,-0.685063,-0.446942,-0.64311,-1.677424,-0.186534,unacc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.94083,0.745613,-1.948934,1.73155,0.384175,0.7807,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
1.598198,-0.604727,-0.049192,-0.865775,-1.860403,1.364468,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
2.66807,-0.937381,0.053055,-0.865775,0.282677,-0.406482,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
2.133134,-0.771054,0.001932,1.73155,-0.788863,0.478993,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.098762,-0.077528,-1.511626,-0.865775,-2.389509,-0.484454,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.971109,-0.410182,-1.409378,-0.865775,-0.246429,-2.255404,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.436174,-0.243855,-1.460502,1.73155,-1.317969,-1.369929,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.9291,2.32021,0.201658,-0.865775,-0.133163,1.392921,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.140771,1.987556,0.303905,-0.865775,2.009917,-0.37803,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.394164,2.153883,0.252781,1.73155,0.938377,0.507446,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.263204,0.803543,2.152524,-0.865775,-1.306201,1.091214,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
1.333075,0.470889,2.254771,-0.865775,0.836878,-0.679736,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
0.79814,0.637216,2.203647,1.73155,-0.234661,0.205739,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-1.433756,1.330741,0.69009,-0.865775,-1.835307,-0.757708,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.363885,0.998087,0.792337,-0.865775,0.307772,-2.528658,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-0.89882,1.164414,0.741214,1.73155,-0.763767,-1.643183,0.831914,1.285477,1.009859,0.908236,-1.223939,-0.418869,-2.333635,-0.62578,0.541188,unacc
-1.769249,-0.227034,-0.794269,-0.865775,0.481091,2.049665,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-0.699378,-0.559688,-0.692022,-0.865775,2.62417,0.278715,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-1.234314,-0.393361,-0.743145,1.73155,1.552631,1.16419,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-0.576945,-1.743701,1.156597,-0.865775,-0.691948,1.747959,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
0.492926,-2.076355,1.258844,-0.865775,1.451132,-0.022992,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-0.04201,-1.910028,1.207721,1.73155,0.379592,0.862484,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-2.273905,-1.216502,-0.305837,-0.865775,-1.221054,-0.100964,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-1.204034,-1.549156,-0.203589,-0.865775,0.922026,-1.871914,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
-1.73897,-1.382829,-0.254713,1.73155,-0.149514,-0.986439,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
0.405894,0.91194,-2.000058,-0.865775,-0.687365,1.666175,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
1.475766,0.579286,-1.897811,-0.865775,1.455715,-0.104775,1.315871,0.87796,-1.267424,-0.584185,-0.659766,-0.552939,-1.469652,-1.682116,1.346353,unacc
