@relation credit-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N8-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute class {approve,deny}

@data
5.698447,292.785869,52.030806,243.786151,242.920126,2.234346,-3.464102,242.487113,deny
-27.712813,335.584844,58.456715,277.128129,275.396078,5.196152,-36.373067,277.128129,deny
-0.866025,676.071392,52.533101,621.80624,623.538291,7.794229,-12.124356,618.342138,deny
-9.093267,229.929745,32.475953,188.213301,196.301978,3.031089,-10.392305,193.98969,deny
0.363731,378.522383,30.380171,342.729554,344.894617,2.095781,-3.464102,344.678111,deny
-53.693575,189.798127,51.234063,136.113213,137.550815,15.588457,-74.478185,138.564065,deny
-1.732051,133.800925,26.413775,100.025934,102.62401,1.732051,-1.732051,105.655099,deny
4.76314,597.124516,39.404156,549.926131,553.390233,1.299038,0,552.524208,deny
-352.905352,520.342704,33.636427,486.273264,485.407239,0.433013,-353.338365,486.706277,deny
-173166.975639,847.83887,66.683956,777.690813,777.690813,39.837169,-173208.544859,777.690813,approve
0,899.228818,29.739312,864.293353,866.025404,0,-5.196152,866.025404,approve
-197.237286,465.705161,60.405272,397.50566,402.701813,0.216506,-195.721741,401.835787,approve
-9.526279,300.943828,41.136207,257.209545,258.941596,2.598076,-15.588457,258.07557,approve
2.38157,553.312291,33.697048,500.562683,538.667801,0.649519,-1.732051,516.151141,approve
-73.828666,580.314963,62.431771,517.233672,518.532711,2.38157,-79.674337,516.151141,approve
-4733.339787,742.677406,81.033997,656.014243,656.880269,0.35507,-4733.694857,640.858799,approve
3.897114,270.061362,62.215265,205.828258,206.399834,2.165064,-1.732051,206.114046,deny
-22.369436,537.949,51.242723,481.510125,486.706277,1.879275,-25.980762,484.974226,deny
-309.88987,348.583885,50.671146,292.647304,292.785869,1.879275,-310.037095,296.180688,deny
9.526279,2087.6928,78.513863,2006.580861,2008.312911,6.062178,-3.464102,2010.910988,deny
2.598076,411.067618,62.925406,341.214009,351.606314,4.330127,-1.732051,348.142212,deny
5.196152,718.801085,5.196152,708.261556,710.288055,6.928203,-1.732051,711.872882,deny
0,33.636427,37.100528,0,0,1.732051,-1.732051,1.732051,deny
-0.866025,61.920816,58.456715,-6.062178,4.330127,4.330127,-3.464102,-1.732051,deny
-21.650635,861.833841,63.358419,793.27927,795.011321,4.330127,-27.712813,796.743371,deny
-1816.055272,378.886114,67.116969,308.305044,311.769145,19.918584,-1841.170008,310.037095,deny
7.794229,669.004624,67.982994,601.887656,600.155605,6.062178,-5.196152,601.02163,deny
-428.249562,432.008112,50.956935,382.49744,377.872864,1.299038,-436.476804,381.051178,deny
-381.917203,94.968346,93.236295,-3.464102,-1.732051,11.25833,-394.907584,-1.732051,deny
2.165064,337.888472,60.760342,276.262104,279.726205,2.165064,-1.732051,275.396078,deny
3.464102,376.288038,61.054791,304.840942,315.233247,6.928203,-1.732051,311.769145,deny
-109.119201,575.040868,55.425626,518.316204,517.450179,5.196152,-117.779455,516.151141,deny
8.660254,907.733187,74.616749,824.456184,834.848489,6.928203,0,829.652337,deny
-164.397602,271.646188,82.85265,183.528104,183.666668,8.807478,-174.937132,187.061487,deny
-6920.842014,1160.76849,52.255973,1105.914441,1105.914441,3.897114,-6931.667332,1106.780466,deny
8.227241,376.721051,64.951905,310.037095,308.305044,4.76314,-3.464102,311.769145,deny
1.299038,591.789799,72.174557,517.017166,517.017166,3.031089,-6.928203,517.883191,deny
-5.196152,122.542595,122.542595,0,-3.464102,10.392305,-22.51666,1.732051,deny
-206.980072,704.511666,58.456715,642.157837,641.291812,2.598076,-211.310199,642.59085,deny
-2087.987249,400.536749,50.662486,342.080034,349.008238,7.794229,-2097.513528,348.142212,deny
2.667358,424.127281,108.894034,309.023845,309.318293,0.935307,1.732051,304.840942,deny
-0.866025,225.738182,52.533101,169.307966,173.638093,2.598076,-6.928203,168.008928,deny
6.928203,526.837894,50.523922,478.046023,474.581921,3.464102,-3.464102,474.581921,deny
2.745301,212.617897,35.948715,169.740979,169.740979,-0.718801,-1.732051,174.937132,deny
-6908.284646,58.889727,55.425626,-6.062178,0.866025,19.918584,-6929.935281,-1.732051,deny
4.477351,57.737914,57.737914,-2.745301,-0.718801,1.01325,-1.732051,1.732051,deny
5.196152,451.493684,68.710456,378.886114,379.75214,3.464102,-1.732051,381.051178,deny
0.285788,585.718961,29.730652,549.060106,554.256258,2.017839,-3.464102,547.328055,deny
4.044339,366.337406,75.35287,288.966696,287.806222,0.580237,-1.732051,292.716586,deny
3.74989,695.704188,35.79283,656.377974,654.784487,0.285788,-1.732051,656.447256,deny
6.928203,270.927387,63.08129,205.828258,204.667784,3.464102,-1.732051,207.846097,deny
13.354112,350.671007,71.810826,273.664028,273.664028,6.425908,-1.732051,275.396078,deny
11.25833,236.857948,63.652867,161.946751,182.73136,9.526279,-3.464102,171.47303,deny
-7278.943519,219.242991,44.30586,169.593755,168.156153,2.598076,-7290.201849,171.47303,deny
6.13146,222.343362,49.138281,171.47303,169.740979,-0.796743,-1.732051,173.205081,deny
-1.151814,376.296698,28.154486,344.175816,346.912456,0.580237,-3.464102,349.874263,deny
-2244.737847,601.749092,49.224884,553.97047,551.077945,3.464102,-2255.130151,552.524208,deny
-188.360525,687.762735,76.3488,582.185578,630.249988,2.165064,-195.721741,604.485732,deny
-1719.640664,434.597528,51.8143,377.301288,379.604915,12.410144,-1733.782858,379.319127,deny
2.961807,764.059573,67.775148,689.070433,693.106111,2.961807,-1.732051,694.552374,deny
-7.794229,93.669308,59.028292,31.176915,41.569219,19.918584,-31.176915,32.908965,deny
-2.165064,265.298222,36.667516,227.331668,228.197694,1.299038,-3.464102,228.630707,deny
2.598076,546.46203,59.755753,472.84987,495.366531,4.330127,-1.732051,483.242175,deny
-1896.595634,312.340722,71.58566,242.487113,239.023011,22.51666,-1926.040498,242.487113,deny
11.405555,501.575933,87.61579,415.692194,419.156295,7.941453,-3.464102,413.960143,deny
4.399409,223.070824,49.865743,172.988574,169.957485,2.667358,-1.732051,171.47303,deny
-1736.23371,503.602433,51.537172,446.799826,446.93839,2.745301,-1740.711062,450.33321,deny
0.866025,487.277854,36.944644,448.601159,452.065261,0.866025,-3.464102,452.065261,deny
-468.519743,76.504684,76.504684,-1.948557,-3.247595,23.382686,-497.098582,1.732051,deny
-0.285788,452.939946,33.783651,410.496041,419.156295,1.446262,0,417.424245,deny
-7788.452245,825.763883,63.661527,760.153798,758.85476,2.312288,-7797.692736,760.370305,deny
3.897114,787.788669,60.32733,718.801085,732.657492,0.433013,-3.464102,727.461339,deny
12.124356,329.384102,85.164938,238.589999,244.652177,8.660254,-3.464102,242.487113,deny
13.856406,330.250127,51.389947,275.11029,275.681867,12.124356,0,275.396078,deny
-785.485041,392.881085,44.738872,336.883882,354.20439,4.330127,-793.27927,346.410162,deny
2.165064,105.793663,102.329562,-12.124356,6.928203,5.629165,-8.660254,-1.732051,deny
-2077.664226,233.030116,59.825035,168.727729,172.48628,19.849302,-2102.70968,171.47303,deny
7.794229,172.339055,64.951905,99.592921,104.789074,9.526279,0,103.923048,deny
-115.181379,251.285931,39.975733,203.446688,207.049354,4.330127,-117.779455,207.846097,deny
1.732051,38.399566,36.667516,-2.598076,-0.866025,0,0,0,deny
28.726063,381.492851,73.187807,306.572993,304.840942,25.261961,-3.464102,306.572993,deny
3.75855,41.725104,39.993053,-3.611326,-1.584826,0.294449,-1.732051,0,deny
13.856406,1079.362102,40.131617,1035.766383,1037.498434,12.124356,-1.732051,1039.230485,deny
12.124356,1032.163717,79.535773,950.532163,949.527573,8.660254,-3.464102,952.627944,deny
25.114737,1319.684151,70.875519,1244.911518,1244.045493,23.382686,-3.464102,1245.344531,deny
2.667358,253.381713,43.803565,202.649944,206.114046,0.935307,-3.464102,204.381995,deny
-337.316895,73.473595,71.741544,-0.433013,-1.299038,2.165064,-339.481958,0,deny
4.546633,61.842874,61.842874,-2.667358,-0.796743,1.082532,-1.732051,-1.732051,deny
1.801333,275.170912,53.468408,223.365272,221.771785,3.533384,-5.196152,223.434554,deny
-147.94312,249.701105,38.390906,204.165489,206.330552,-0.718801,-152.420471,207.846097,deny
-7.794229,65.246354,65.246354,-0.433013,2.165064,21.650635,-32.908965,0,deny
5.343377,578.652194,57.304901,517.735967,516.298365,3.611326,0,519.615242,deny
-309.88987,287.234646,43.015482,240.252768,239.525306,10.539529,-322.16145,244.219164,deny
-240.105543,433.523657,50.740428,378.816832,378.089371,0.649519,-242.487113,381.051178,deny
14.722432,229.358168,102.918459,119.364281,130.051035,11.25833,-3.464102,122.975607,deny
4.044339,320.43806,41.57788,274.09704,276.695117,0.580237,-1.732051,278.86018,deny
8.807478,899.081593,65.965155,827.773062,831.531612,8.807478,-3.464102,831.384388,deny
15.588457,132.501887,130.769836,-3.464102,-1.732051,8.660254,-1.732051,0,deny
-18.836053,83.926522,82.194471,-2.017839,0.285788,14.072913,-34.641016,-3.464102,deny
-4.044339,3499.166984,31.601267,3460.637514,3465.833666,1.151814,-3.464102,3462.369564,deny
-3.247595,34.857523,34.857523,-0.147224,-3.316877,5.412659,-12.124356,-3.464102,deny
-9.959292,310.608671,31.748491,274.815841,272.512214,0.433013,-15.588457,271.931977,deny
-242.772901,365.609945,59.036952,301.376841,299.64479,3.178313,-254.611469,296.180688,deny
-31.176915,50.523922,48.791871,-3.897114,-1.299038,5.196152,-38.105118,-1.732051,deny
3.100371,291.781279,42.365963,245.80399,247.83049,1.36832,-1.732051,247.683265,deny
6.062178,594.231991,74.616749,517.883191,517.883191,2.598076,-3.464102,521.347293,deny
-92.734,526.041151,41.066925,483.025669,481.726631,0.796743,-98.726896,483.242175,deny
3.897114,525.67742,37.239092,475.880959,488.87134,0.433013,-1.732051,484.974226,deny
-122.759101,385.597811,37.455599,344.461604,344.894617,0.216506,-124.707658,348.142212,deny
3.100371,281.23309,43.942129,232.891552,233.030116,3.100371,-1.732051,233.826859,deny
-863.072257,459.20997,67.766488,387.329862,386.896849,1.221096,-866.025404,386.24733,deny
-97.791589,362.206465,46.973218,308.305044,310.037095,2.667358,-105.655099,310.037095,deny
6.062178,430.414626,66.683956,358.534517,361.998619,4.330127,-1.732051,361.998619,deny
-6.780979,227.773341,38.979803,182.73136,184.463411,1.879275,-13.856406,188.793538,deny
3.897114,401.264211,54.854049,343.379073,345.977149,2.165064,-1.732051,344.678111,deny
3.178313,221.711164,50.238134,169.455191,171.758818,3.178313,-3.464102,171.47303,deny
5.481941,269.914138,62.068041,203.51597,208.712122,5.481941,0,207.846097,deny
3.897114,236.996512,44.738872,188.360525,187.4945,2.165064,0,190.525589,deny
-81.337106,364.960426,53.19128,311.336133,310.470107,3.533384,-88.334591,306.572993,deny
-5.481941,275.976315,68.130219,206.044764,204.451277,1.446262,-10.392305,207.846097,deny
3.966396,437.273547,89.131335,342.443765,341.716304,2.234346,-6.928203,346.410162,deny
-1.151814,370.511649,58.742503,309.88987,310.184319,2.312288,-3.464102,311.769145,deny
0,406.737491,91.504244,305.706968,310.90312,3.464102,-8.660254,313.501196,deny
-1828.759864,322.308675,41.716444,275.11029,275.681867,5.481941,-1832.509754,278.86018,deny
4.399409,658.820166,42.210078,614.730812,613.29321,2.667358,-3.464102,614.878037,deny
3.464102,395.340597,47.198385,342.080034,343.812085,3.464102,-1.732051,346.410162,deny
6.425908,662.145703,106.157394,548.341305,554.97506,4.693858,0,552.524208,deny
0,110.851252,29.444864,74.478185,74.478185,-1.732051,-3.464102,72.746134,deny
-1325.737669,642.876638,34.926805,602.753681,601.02163,-0.718801,-1333.679122,601.02163,deny
-41.283431,201.775259,92.656058,103.923048,105.655099,-1.446262,-48.497423,105.655099,deny
-512.254026,210.305609,49.224884,155.884573,155.884573,0.433013,-521.347293,155.884573,deny
-1.948557,349.519193,48.142352,298.995271,298.562258,1.515544,-8.660254,296.180688,deny
1.732051,41.707783,41.707783,-3.464102,0,0,-3.464102,-17.320508,deny
12.124356,108.39174,77.214825,25.980762,24.248711,6.928203,-3.464102,25.980762,deny
4.693858,196.224036,54.19587,134.883457,138.780571,4.693858,-1.732051,138.564065,deny
-62.353829,313.934209,36.80608,275.326796,273.73331,5.196152,-72.746134,275.396078,deny
3.464102,179.561707,28.873287,147.224319,147.224319,0,-1.732051,148.956369,deny
-8981.982475,21.217622,19.485572,-3.464102,-3.464102,17.753521,-9008.39625,-1.732051,deny
1.948557,259.158102,28.795345,226.612867,225.452393,0.216506,0,228.630707,deny
6.347966,640.850139,50.220813,585.433173,585.433173,1.151814,-3.464102,587.165224,deny
-25.764256,224.084073,56.075145,162.812776,161.080725,0.216506,-34.641016,164.544827,deny
13.856406,48.497423,46.765372,-2.598076,-2.598076,12.124356,0,0,deny
3.464102,5.196152,3.464102,-13.856406,10.392305,5.196152,-5.196152,1.732051,deny
-542.781422,72.96264,71.230589,-4.330127,-0.866025,2.814583,-547.328055,0,deny
-75.777223,860.396239,72.313121,778.556838,787.217092,7.361216,-88.334591,788.083117,deny
2.883865,574.027618,54.412376,519.18223,516.584153,1.151814,-1.732051,516.151141,deny
-601.887656,95.12423,95.12423,-8.227241,3.031089,0.866025,-607.949833,0,deny
-6119.118997,650.030008,95.773749,554.109034,550.939381,31.393421,-6153.976519,552.524208,deny
0,58.162266,61.626368,0,0,1.732051,-1.732051,1.732051,deny
-0.433013,468.381179,49.224884,413.890861,414.029425,1.299038,0,417.424245,deny
-1176.928524,437.637278,73.906608,353.338365,368.926822,9.526279,-1193.383006,363.73067,deny
-1.229756,322.092168,41.499937,272.798002,277.994155,0.502295,0,277.128129,deny
2.450852,254.464244,43.154046,206.114046,207.846097,4.182903,0,207.846097,deny
-3372.519429,484.896284,43.223328,436.329579,436.624028,1.515544,-3379.231126,431.280651,deny
2.598076,664.102921,38.832579,621.589734,620.290695,0.866025,0,623.538291,deny
-25.478467,412.002926,63.860713,342.94606,342.94606,-1.229756,-32.908965,327.357603,deny
-83.424227,389.425643,44.747533,346.410162,342.94606,3.178313,-93.530744,342.94606,deny
-8.660254,539.672391,52.966114,476.677703,488.074597,5.196152,-19.052559,478.046023,deny
-63.938656,338.035696,59.175516,271.065951,277.994155,5.343377,-71.014083,271.931977,deny
-51.312005,55.070555,56.802606,3.39482,0.069282,2.38157,-58.889727,-8.660254,deny
5.776389,355.789217,44.020071,308.738056,309.604082,4.044339,-3.464102,311.769145,deny
10.539529,243.205914,37.091868,207.127296,206.832847,7.075428,-1.732051,206.114046,deny
15.00822,612.427185,59.902977,555.841085,554.403483,20.204373,-12.124356,552.524208,deny
-166.060371,284.411403,41.92429,242.417831,242.556395,7.14471,-174.937132,244.219164,deny
-160.2147,147.085755,43.162706,100.24244,100.675453,11.25833,-174.937132,103.923048,deny
-1726.854655,663.669908,38.399566,618.342138,623.538291,6.928203,-1733.782858,623.538291,deny
-73.759384,38.252342,36.520291,-1.948557,-3.247595,0.718801,-76.210236,0,deny
5.196152,190.092576,51.528512,135.532976,136.399001,1.732051,-1.732051,138.564065,deny
-3.74989,423.339198,44.020071,380.903953,379.466351,1.446262,-10.392305,379.319127,deny
4.330127,416.852668,70.442506,329.089653,365.46272,4.330127,-1.732051,348.142212,deny
21.650635,61.054791,61.054791,-4.182903,-2.745301,19.918584,-1.732051,0,deny
4.693858,189.157269,48.861153,138.41684,138.711289,4.693858,-1.732051,142.028166,deny
-58.023702,447.59657,31.904376,411.942304,414.245931,0.866025,-62.353829,401.835787,deny
-134.814175,531.159361,44.453084,482.523374,483.960976,5.481941,-142.028166,483.242175,deny
0.866025,49.935025,48.202974,-6.495191,1.299038,18.186533,-19.052559,-20.78461,deny
-11.405555,263.557511,38.390906,219.901171,220.039735,0.718801,-10.392305,219.970453,deny
5.334716,112.15029,61.920816,43.015482,48.783211,1.870615,-1.732051,48.497423,deny
-573.308817,162.518327,159.054226,-3.533384,-3.39482,31.176915,-609.681884,-1.732051,deny
-3638.82224,423.131352,47.276327,372.243699,372.538148,0.216506,-3640.770798,375.855025,deny
-801.359287,275.11029,63.800091,204.312713,206.183328,24.828948,-824.456184,207.846097,deny
6.13146,350.515122,35.281875,308.305044,308.305044,4.399409,-3.464102,311.769145,deny
5.196152,539.239378,81.977965,453.580805,450.549716,1.732051,-1.732051,455.529362,deny
-1538.49413,661.643408,83.138439,573.74183,579.804008,1.299038,-1544.98932,575.040868,approve
-3459.121969,947.509734,43.379212,890.923634,903.481002,1.515544,-3464.101615,897.202318,approve
-7959.639486,501.861721,82.705426,400.969762,423.486422,16.454483,-7979.55807,389.711432,approve
23.962923,644.903137,54.273812,580.237021,599.289579,20.498821,1.732051,587.165224,approve
7.647004,454.221664,35.065369,412.228092,422.620397,7.647004,1.732051,415.692194,approve
-3802.717548,259.236044,49.657897,205.248021,206.980072,16.454483,-3820.904081,206.114046,approve
-10144.838086,321.944944,44.816815,277.058847,278.929462,1.515544,-10151.549783,273.664028,approve
-30.743902,121.971018,49.224884,64.666117,68.701795,16.02147,-46.765372,62.353829,approve
2.598076,587.598236,43.734283,536.139007,539.464545,0.866025,1.732051,530.007547,approve
-2395.426267,395.635045,45.760782,341.863528,345.760642,12.124356,-2407.550623,341.214009,approve
-3938.683536,510.954988,6.928203,491.902429,507.490887,6.928203,-3949.075841,495.366531,approve
10.392305,77.942286,77.942286,-7.794229,2.598076,10.392305,-1.732051,-20.78461,approve
-167.72314,514.843442,109.543553,398.371686,398.371686,-1.446262,-173.205081,398.371686,approve
-1.515544,787.000586,57.807196,717.502047,732.224479,8.87676,-13.856406,723.997238,approve
8.227241,700.614552,54.5596,638.979524,642.738074,6.495191,1.732051,637.394697,approve
-8624.746996,89.772193,86.308092,-13.856406,8.660254,33.774991,-8658.521987,-27.712813,approve
-1006.321519,204.243431,48.358859,147.657331,151.987458,17.320508,-1023.642027,147.224319,approve
-855.633099,49.796461,48.06441,-1.446262,1.446262,5.196152,-866.025404,-32.908965,approve
-10.392305,456.689836,72.174557,375.855025,382.783228,20.78461,-31.176915,377.587076,approve
-513.05077,183.233655,41.205489,134.66695,140.729128,8.296523,-519.615242,135.099963,approve
-1726.854655,238.589999,27.2798,204.815008,209.145135,6.928203,-1732.050808,202.649944,approve
-1650.64442,259.807621,86.60254,173.205081,169.740979,6.928203,-1662.768775,171.47303,approve
1.732051,78.513863,75.049761,-6.062178,2.598076,0,1.732051,-1.732051,approve
20.715328,54.057306,54.057306,0,-3.464102,17.251226,-1.732051,1.732051,approve
4.399409,41.93295,38.468848,-2.745301,4.477351,4.399409,1.732051,1.732051,approve
19.918584,19.918584,18.186533,-12.990381,7.794229,18.186533,-1.732051,0,approve
-161.080725,117.640891,114.176789,-10.392305,5.196152,10.392305,-171.47303,-8.660254,approve
-1192.083968,640.56435,27.418364,604.918745,609.248872,1.299038,-1193.383006,599.289579,approve
4.113621,191.469557,49.44139,135.818764,136.113213,0.649519,0,131.635861,approve
4.693858,903.922675,70.806237,829.43583,828.136792,2.961807,-1.732051,820.992083,approve
-390.577457,327.219039,48.358859,272.798002,276.262104,12.990381,-407.03194,275.396078,approve
-853.398753,234.329154,62.856124,167.575916,173.638093,9.162549,-867.757455,161.080725,approve
-1376.980392,496.804133,43.006822,444.634763,449.103454,5.196152,-1385.640646,446.869108,approve
-1696.543766,195.721741,53.693575,133.800925,138.131052,14.722432,-1714.730299,121.243557,deny
6.347966,817.952334,52.385877,756.187402,762.821156,2.883865,0,760.370305,deny
4.330127,325.053975,79.10276,236.424935,243.353138,2.598076,1.732051,240.755062,deny
4.76314,353.909942,75.049761,275.032348,274.027758,3.031089,-1.732051,277.128129,deny
-3801.271286,537.654551,99.445697,433.012702,436.476804,0.580237,-3807.047675,433.012702,deny
-70.875519,282.029833,108.824752,163.245789,184.896424,12.26292,-88.334591,164.544827,deny
-107.023419,1436.666863,118.576198,1317.726934,1313.258243,43.665001,-155.884573,1316.358614,deny
5.343377,671.022464,45.752122,620.507202,628.30143,3.611326,0,620.074189,deny
4.624576,738.286657,43.734283,689.789234,695.851412,2.892525,0,691.088272,deny
7.361216,1050.350251,78.669748,966.917363,967.783389,3.897114,-1.732051,969.948452,deny
4.910364,299.220437,70.589731,221.702503,219.970453,-0.285788,-1.732051,225.166605,deny
6.062178,968.787978,59.461304,889.40809,915.388852,6.062178,0,904.130522,deny
4.477351,615.752722,56.300312,550.792157,552.524208,1.01325,0,554.256258,deny
7.361216,185.623885,43.595719,135.099963,135.099963,0.433013,0,136.832014,deny
8.946042,1244.331281,66.536732,1173.031409,1182.557689,5.481941,-1.732051,1176.062498,deny
6.495191,346.410162,62.353829,283.62332,279.293193,3.031089,-1.732051,278.86018,deny
-575.906894,150.255408,148.523357,-0.935307,-2.528794,9.526279,-588.897275,0,deny
-33.774991,209.439584,34.502452,168.008928,174.937132,4.330127,-36.373067,171.47303,deny
-337.749907,80.973375,79.241324,-3.464102,-1.732051,5.196152,-348.142212,0,deny
17.320508,292.14501,47.925846,242.772901,243.933375,17.320508,-1.732051,242.487113,deny
8.296523,417.632091,69.489878,344.392322,344.963899,6.564473,0,342.94606,deny
-46.69609,282.532128,50.43732,226.03263,227.764681,1.801333,-50.229473,211.310199,deny
17.320508,95.695807,92.231706,-4.330127,2.598076,17.320508,0,5.196152,deny
-601.956938,401.905069,38.1744,355.719935,363.081151,0.796743,-601.02163,348.142212,deny
-560.318436,390.438893,44.028732,344.894617,347.925706,0.866025,-566.380614,337.749907,approve
-7047.714736,649.813501,59.184176,585.866186,586.732211,1.732051,-7052.910888,575.040868,approve
24.248711,296.752265,102.762574,159.348674,216.506351,20.78461,0,190.525589,approve
-146.722024,173.274363,171.542312,-22.083648,18.619546,36.875362,-188.793538,-1.732051,approve
-2142.546849,107.958727,106.226676,-1.732051,-3.464102,17.320508,-2165.063509,-19.052559,approve
-202.649944,86.169528,86.169528,-9.309773,5.845671,25.980762,-230.362757,-17.320508,approve
-2320.367845,737.70642,72.59891,656.447256,666.839561,5.776389,-2327.876285,637.394697,approve
-536.502738,56.5861,54.854049,0.433013,3.031089,19.485572,-557.72036,-6.928203,approve
-1637.792603,454.386209,71.60298,382.419498,379.682858,0.727461,-1640.252115,370.658873,approve
9.526279,632.337109,59.028292,558.586385,581.103046,7.794229,0,564.648563,approve
-3596.672784,267.827016,58.248869,205.966822,207.993321,2.528794,-3600.933629,176.669182,approve
-5192.619039,89.131335,89.131335,1.662769,-1.662769,0.069282,-5197.884474,0,approve
-4120.046576,287.72828,43.509116,240.252768,244.721459,3.966396,-4129.209125,228.630707,approve
-768.458982,757.47778,66.389507,688.490196,698.882501,23.088237,-795.011321,678.963917,approve
-9170.99252,48.280916,48.280916,-0.433013,0.433013,1.948557,-9178.137229,0,approve
-340.347984,773.932262,41.274771,730.20664,731.644242,2.598076,-344.678111,730.925441,approve
26.560999,273.239675,63.661527,206.832847,207.127296,21.364847,0,207.846097,approve
13.925688,242.850844,81.770119,138.997077,177.96822,8.729536,0,159.348674,approve
6.928203,217.943953,41.274771,169.671697,171.542312,6.928203,0,171.47303,approve
-468.519743,562.189051,59.894317,502.078228,504.243291,19.918584,-491.902429,479.778074,approve
8.443748,672.113656,48.575365,623.754797,625.053835,4.979646,-1.732051,621.80624,approve
-281.674763,594.88151,70.070115,517.233672,518.532711,0.649519,-278.86018,505.758836,approve
-2738.519551,66.969744,63.505643,-4.76314,-0.433013,3.316877,-2741.836428,-8.660254,approve
-93.963756,213.475262,107.820163,100.89196,103.490036,4.76314,-100.458947,91.798693,approve
1.732051,318.697349,38.105118,273.516803,277.275354,3.464102,-1.732051,265.003774,approve
-102.987741,1493.824539,35.43776,1453.121346,1453.25991,0.935307,-103.923048,1453.190628,approve
-2395.426267,138.858513,135.394412,-3.464102,-3.464102,22.51666,-2424.871131,-22.51666,approve
-2516.669823,139.135641,50.80105,86.60254,88.334591,17.320508,-2535.722382,77.942286,approve
-13856.120672,802.658325,50.948275,744.348835,753.875114,0.285788,-13854.67441,746.513898,approve
-932.70936,110.279675,51.389947,50.662486,54.992613,0.866025,-933.575385,36.373067,approve
12.124356,55.720074,52.255973,-3.464102,-1.732051,10.392305,1.732051,-5.196152,approve
-8136.092162,394.552514,68.926962,317.831323,321.295425,2.814583,-8138.906745,304.840942,approve
-1886.203329,266.874388,76.3488,181.36304,185.831731,10.392305,-1900.059736,174.937132,approve
-5695.277504,582.835097,56.291651,520.767056,523.659581,1.437602,-5700.179208,509.222937,approve
1.801333,1042.763868,72.815416,968.147119,968.285683,0.069282,-1.732051,969.948452,approve
10.825318,482.809163,89.633629,386.030824,386.463836,7.361216,0,386.24733,approve
15.588457,337.178331,68.710456,261.106659,275.829091,15.588457,0,265.003774,approve
-22857.874507,74.616749,71.152647,0,0,24.248711,-22883.85527,1.732051,approve
35.940054,159.643123,156.179021,-3.464102,-5.196152,29.011851,0,-1.732051,approve
-1693.94569,145.630832,145.630832,-28.578838,28.578838,34.641016,-1733.782858,-17.320508,approve
27.712813,117.051994,113.587892,-16.454483,11.25833,25.980762,1.732051,-15.588457,approve
-10004.758477,326.353013,44.028732,273.664028,277.128129,3.031089,-10004.325465,268.467875,approve
-8872.291698,212.886365,43.145386,164.042532,163.315071,1.004589,-8873.296287,152.420471,approve
-2065.470588,636.82312,65.246354,564.432057,573.525324,12.990381,-2080.19302,555.988309,approve
-255.044481,588.464262,46.332359,534.770687,546.029017,1.299038,-258.07557,533.471649,approve
0,38.399566,41.863668,0,0,1.732051,-1.732051,1.732051,approve
0.433013,572.304228,70.009494,502.14751,498.977857,9.093267,-12.124356,498.830633,approve
2.095781,554.048412,67.342135,483.094951,481.657349,0.363731,-1.732051,483.242175,approve
-35.074029,652.117129,44.167296,604.052719,601.454643,1.299038,-39.837169,604.485732,approve
-7196.671105,772.633224,83.277003,680.046448,688.27369,5.196152,-7201.867258,668.571612,approve
-1577.898286,189.659563,47.631397,130.769836,141.162141,12.124356,-1590.022641,131.635861,approve
-1326.534412,454.152382,36.728137,412.228092,412.228092,0.216506,-1331.947071,415.692194,approve
-5190.237469,387.832157,37.957893,341.214009,346.410162,4.182903,-5194.420372,325.625552,approve
-863.49661,711.8036,51.892242,655.511949,657.382564,0.796743,-867.757455,649.519053,approve
1.299038,336.017857,74.478185,259.807621,258.07557,3.031089,-3.464102,259.807621,deny
0.433013,441.81152,52.100088,385.814317,386.680343,2.165064,-3.464102,389.711432,deny
3.897114,385.086856,36.944644,344.461604,341.430515,0.433013,-1.732051,348.142212,deny
4.477351,353.347025,39.845829,313.353972,310.184319,1.01325,1.732051,311.769145,deny
1.299038,539.239378,52.533101,481.077112,487.13929,3.031089,-3.464102,483.242175,deny
1.801333,29.808594,28.076544,-1.801333,-3.39482,0.069282,0,0,approve
7.794229,465.627219,63.791431,399.237711,399.237711,6.062178,-3.464102,400.103737,deny
-1.662769,796.812654,-1.662769,787.650105,802.372537,-1.662769,-1.732051,798.475422,deny
10.678093,992.456452,91.790033,900.519196,897.349543,7.213992,-5.196152,898.934369,deny
-6.495191,279.293193,35.074029,240.538556,240.971569,2.165064,-10.392305,244.219164,deny
5.629165,692.525874,51.667076,632.05132,646.202176,5.629165,-3.464102,637.394697,deny
-487.070008,768.666828,41.205489,726.959044,724.499532,1.36832,-491.902429,723.997238,deny
10.245081,400.528089,52.385877,345.396912,343.95931,18.905335,-13.856406,341.214009,deny
9.379055,352.896692,74.036512,275.179572,275.612585,7.647004,0,275.396078,deny
-181.432322,745.942321,53.121998,694.119361,691.521285,2.165064,-187.061487,687.624171,deny
-12.557368,735.117004,42.296681,686.610921,692.101522,1.299038,-17.320508,689.356221,deny
24.248711,357.235479,76.643248,273.664028,273.664028,22.51666,-3.464102,275.396078,deny
